common_name,description,folklore,link,medicinal_uses,origins,properties,tags
"How to Use: 
	Cayenne Pepper "," Hot, stimulating Cayenne peppers are like a jump start to a cold car engine on
a frosty morning. It brings welcome life into sore muscles and get your heart beating faster, increasing the flow of blood all
through the body. The heat of cayenne warms , and relaxes away ,
 The longer you use it, the better it works.
  Cayenne works very well for me, I use it every day, sometimes twice a day, for arthritis stiffness,
  sore muscles, and low back pain. , does not burn my skin as much as capsaicin creams. Cayenne salves and oils
  are my first recommendation to anyone who has problems with pain, however cayenne
  has many other varied uses that make it one of the most powerful remedies in
  your kitchen medicine cabinet., Cayenne pepper extracts are an
   important part of herbal treatment for muscle pain, 
   ,  ,,
   and the , caused by shingles and sciatica., It
   appears to act by decreasing the concentration of substance ,, the primary
   chemical used by nerve cells to transmit pain signals. It takes repeated use
   over a period of at least a few weeks to feel this benefit. Cayenne is also
   rich in salicylates, natural aspirin like compounds, which add to its analgesic
   nature. , , and creams are 
 ,,which means it warms
 the body by quickly dilating small capillaries, and ,
 which reddens, (but does not burn) the skin. This increased circulation is
 the hallmark of cayenne's effect on the body, it stimulates the heart, and the
 lungs as well as increasing blood circulation and warmth throughout the whole
 system.
,: Adding cayenne to your diet plan is a no-brainer. Cayenne, along with other peppers  , and lessen the change
   of bacterial infections from unsanitary food and water. Cayenne peppers
   also lessen the gas and bloating that comes from eating heavy, greasy foods.
   Cayenne helps , Eating more hot spicy foods will help decrease appetite and increase satiety,
   so you are inclined to eat less.  Seasoning with pepper lessens the need for salt and fat in cooking without
   sacrificing flavor.  , Capsaicin, the most potent constituent of cayenne, has been shown to be effective in treating the , Treatment does produce burning sensations, which are normal and decrease with repeated use. If you buy OTC products look for one that contains menthol, it will help relieve the itching as well.  A 1999 study found that treatment with capsaicin caused a marked decrease in
 psoriasis activity and decreased formation of new skin plaques. , Cayenne is considered to be a valuable , These hot peppers contain
  capsicum which has been shown to  ,and triglyceride levels.
  Cayenne also helps to increase circulation and keeps the blood flowing smoothly
  through veins and arteries. Cayenne also is high in antioxidants, rounding
  out its cardiovascular benefits.","
	
	
	",<200 https://www.anniesremedy.com/capsicum-minimum-cayenne-pepper.php>,"* Arthritis,* Cardiovascular,* Congestion,* Digestion,* Fibromyalgia,* Headache/Migraine,* Nerve/Back Pain,* Pain Relief,* Rheumatoid_arthritis,* South_American",Central and South America,"* Antibacterial,* Antioxidant,* Antiparasite,* Antiscorbutic,* Antiscrofulous,* Antispasmodic,* Carminative,* Rubefacient,* Styptic,* Vasodilator","* Arthritis,* Cardiovascular,* Congestion,* Digestion,* Fibromyalgia,* Headache/Migraine,* Nerve/Back Pain,* Pain Relief,* Rheumatoid_arthritis,* South_American,stiff arthritic joints,low back pain. ,fibromyalgia,,arthritis,nerve pain,Cayenne
   pepper balms, oils,
increasing circulation, ,strengthen digestion,boost your metabolism and induces the body to burn off more
   fat.,symptoms of psoriasis.,heart tonic.,reduce cholesterol "
"How to Use: 
	Catuaba ","Catuaba is the most famous of the Brazilian aphrodisiac plants, noted for it's ability to , Catuaba is an aphrodisiac that is useful in the treatment of impotence and prostatitis, and has been studied for possible benefits as a protective against opportunistic infection in HIV/AIDS. , In 2002, a Brazilian company was awarded a patent for an HIV prevention formula based on an extract of the herb, although research is still in progress.","
	
	
	 ",<200 https://www.anniesremedy.com/erythroxylum-catuaba.php>,"* Aphrodisiac,* Fatigue,* Libido,* South_American",,"* Antibacterial,* Antioxidant,* Aphrodisiac,* Immunostimulant,* Vasodilator","* Aphrodisiac,* Fatigue,* Libido,* South_American"
"How to Use: 
	Catnip ","A harmless high for felines and beneficial for humans. Catnip leaves contain considerable quantities of vitamins C and E, both excellent antioxidants. The primary phytochemicals, nepetalactone isomers, are ,, somewhat like the active ingredients in valerian. Catnip is a gentle but potent , for humans that calms without affecting you the next day. It soothes the nervous system and can safely help get a restless child off to sleep, in fact catnip, along with chamomile, is one of the most often recommended herbs for use in childrens complaints.,Catnip teas have long been used in traditional herbal medicine to quell digestive disturbances, and reducing the pain of menstrual ,. 
 A hot cup of catnip tea is excellent for treating , and  flu because it producing perspiration without increasing the heat of the system.  Catnip tea is good for curing headaches as well.	","
	
	
	 ",<200 https://www.anniesremedy.com/nepeta-cataria-catnip.php>,"* Anxiety,* Children,* Colds,* Cramps/abdominal,* Dysmenorrhea,* Herbal Teas,* Insect Repellent,* Pet,* Sleep/Insomnia","European,North America","* Antioxidant,* Antispasmodic,* Aromatic,* Breath,* Carminative,* Diaphoretic,* Emmenagogue,* Febrifuge,* Nervine,* Refrigerant","* Anxiety,* Children,* Colds,* Cramps/abdominal,* Dysmenorrhea,* Herbal Teas,* Insect Repellent,* Pet,* Sleep/Insomnia,mild sedatives,sleep-inducer,cramps,colds"
"How to Use: 
	Cats Claw ","The stem and root of cat's claw are harvested in Brazil, Peru, and other parts of the Amazon region, where it is known as ,. This woody vine clings to the tallest trees by it's thorns or ""claws"". The bark is traditionally used for , and intestinal complaints such as , , In Austria and Germany, cat's claw preparations are prescription only medications.,Alkaloids found in the bark and roots of Cat's Claw have been documented to stimulate the ,. Studies indicate at least six of these oxindole alkaloids can increase immune function by up to 50% in relatively small amounts. This has led to its use around the world as an adjunctive treatment for cancer and AIDS as well as other diseases which negatively impact the immune system.","
	
	
	Used by native peoples in South America as a contraceptive, 
ethically harvested cat's claw bark is a major source of income for many Brazilian and Peruvian villages. ",<200 https://www.anniesremedy.com/uncaria-tomentosa-cat-claw.php>,"* Gastritis/ulcer,* Immune,* Lupus,* Rheumatoid_arthritis,* South_American",Central and South America,"* Analgesic,* Anti-inflammatory,* Antirheumatic,* Immunostimulant","* Gastritis/ulcer,* Immune,* Lupus,* Rheumatoid_arthritis,* South_American,inflammatory arthritis,stomach ulcers.,immune system"
"How to Use: 
	Castor "," One of the most time honored home remedies for ,, castor oil was
 the bane of childhood for those of us who were subjected to a daily dose of
 this rather vile tasting oil. But don't let that dissuade you from using castor oil externally, it is a wonderful analgesic oil when applied externally for all kinds of pain including: , and ,,
 bruising, , , are well suited to the slow relief of chronic pain
 and swelling. Castor oil forms a protective surface when used in cosmetic and
 skin care formulations that acts as a protective barrier for skin. ","
	
	
	 ",<200 https://www.anniesremedy.com/ricinus-communis-castor-oil.php>,"* African,* Arthritis,* Bruises/sprains,* Constipation,* Fibromyalgia,* Nerve/Back Pain,* Pain Relief,* Parasites/worms,* Polynesian","
,
, 
 ,African,Middle East,Tropical islands","* Analgesic,* Anodyne,* Antirheumatic,* Antiscrofulous,* Cathartic,* Emollient,* Febrifuge,* Galactagogue,* Parturient,* Purgative,* Vermifuge,* Vulnerary","* African,* Arthritis,* Bruises/sprains,* Constipation,* Fibromyalgia,* Nerve/Back Pain,* Pain Relief,* Parasites/worms,* Polynesian,constipation,sore muscles,arthritis pain,lower back pain, and nerve damage."
"How to Use: 
	Cassia Nomame ",,"
	
	
	 ",<200 https://www.anniesremedy.com/cassia-nomame.php>,,,,weight loss and diet
"How to Use: 
	Cashew Nut ","Regional Traditions :, * 
,
 						","
	
	
	 ",<200 https://www.anniesremedy.com/anacardium-occidentale-cashew-nut.php>,"* Nutrition,* South_American",Central and South America,"* Astringent,* Hypoglycemic,* Vermifuge","* Nutrition,* South_American,diabetes and high blood sugar,weight gain"
"How to Use: 
	Carrot, Wild ","The root of the domesticated carrot contains no less than 89 percent of water
and about 4.5 percent sugar making them a great snack food for ,. Common garden
 carrots are a domesticated form of the wild carrot that has been
selectively bred for a large, tender taproot. The seed of the wild carrot, 
 commonly know as Queen Anne's Lace, is the part used medicinally.
,Wild carrot seeds have been used historically as a natural morning after contraceptive,
but this use remains controversial. ,Wild carrot seeds are not readily
available commercially, but can be wildcrafted by those who are very confident
in their plant identification skills. Wild carrot is similar in appearance to
the deadly poison hemlock, ,.","
	
	
	The carrot was well known to the ancients, and is mentioned by Greek and Latin writers under various names, the name Carota for the garden carrot is found first in the writings of Athenaeus(A.D. 200), and from the time of Dioscorides and Pliny to the present day, the Carrot has been in constant use by all nations. ",<200 https://www.anniesremedy.com/daucus-carota-carrot-wild.php>,"* Aromatherapy,* Culinary/Kitchen,* Facial Care,* Wrinkles",,"* Abortifacient,* Antispasmodic,* AntiViral,* Aromatic,* Nervine,* Psychedelic","* Aromatherapy,* Culinary/Kitchen,* Facial Care,* Wrinkles,dieters"
"How to Use: 
	Carob ","Carob is  a healthy substitute for ,that is lower in calories.   Roasted carob
is naturally sweeter, (or not as bitter), as unsweetened chocolate, so it can be
made palatable with less added sugar in recipes. Carob has a number of advantages
over chocolate: it is hypoallergenic, and , , The
true trick to enjoying carob is to not expect it to taste exactly like chocolate,(and
be forever disappointed), but to learn to appreciate carob for its own unique
taste.","
	
	
	Carob was eaten in Ancient Egypt, Rome and figures in passages from both the bible and the Talmud. ",<200 https://www.anniesremedy.com/ceratonia-siliqua-carob.php>,"* Children,* Culinary/Kitchen,* Diabetes,* Herbal Teas","
,
, 
 ","* Antitussive,* Astringent,* Hypoglycemic","* Children,* Culinary/Kitchen,* Diabetes,* Herbal Teas,hypoglycemic."
"How to Use: 
	Cardamom ","Cardamom is an incredibly rich yet light aromatic spice that reminds you of cinnamon, but has its own unique ambiance. Cardamom is antispasmodic which makes it
 handy for any types of stomach cramps caused by indigestion or IBS. Like its close relative ginger, cardamom is is well known for relief of nausea,  especially morning sickness in pregnancy. Cardamom
strengthens digestion and kills the bacteria responsible for bad breath, making
it an excellent after dinner tea. Cardamom also can help clear congestion from colds, flu and allergies. ""Second
only to lemon, Cardamom is perhaps the best source of a phytochemical called
cineole, which calms your nerves and clears your head"". ","
	
	
	Cardamom was often used in Eastern aphrodisiacs, although it is not certain whether it has any physiological effect in this area. ",<200 https://www.anniesremedy.com/elettaria-cardamomum.php>,"* Aromatherapy,* Ayurvedic,* Bronchitis,* Christmas,* Congestion,* Culinary/Kitchen,* Digestion,* Halitosis,* Herbal Steam,* Herbal Teas,* Nausea",Ayurvedic,"* Analgesic,* Antispasmodic,* Antispasmodic,* Aphrodisiac,* Aromatic,* Carminative,* Digestive,* Diuretic,* Mental Clarity,* Mood,* Warm","* Aromatherapy,* Ayurvedic,* Bronchitis,* Christmas,* Congestion,* Culinary/Kitchen,* Digestion,* Halitosis,* Herbal Steam,* Herbal Teas,* Nausea"
"How to Use: 
	Caraway ","Caraway is best known as the crunchy seeds atop dark rye bread but this familar kitchen spice is also one of the best , Caraway is also a good remedy for colds and ,, it contains  mild antihistamines, antimicrobial compounds that help to relax the muscles that cause coughing spasms.
 
 Caraway seeds are also used in a number of medicinal preparations for treating disorders such as rheumatism, eye infections and ,. Caraway seed oil is used in treating fungus infections as well, and is effective against candida infections. Caraway is often used in combination with , to relieve the symptoms of , and indigestion.","
	
	
	 ",<200 https://www.anniesremedy.com/carum-carvi-caraway-seed.php>,"* Bronchitis,* Candida/yeast,* Children,* Culinary/Kitchen,* Digestion,* IBS",Middle East,"* Analgesic,* Antispasmodic,* Aromatic,* Calm,* Carminative,* Digestive,* Emmenagogue,* Febrifuge,* Galactagogue","* Bronchitis,* Candida/yeast,* Children,* Culinary/Kitchen,* Digestion,* IBS,congestion,toothaches,irritable bowel syndrome"
"How to Use: 
	Canola ","
 						","
	
	
	 ",<200 https://www.anniesremedy.com/brassica-napus-canola-oil.php>,,,,
